1633433983 -0.00468 -0.73758 0.02346 -0.04091 -0.01933 -0.00997 0.99893
1633433983 -0.01590 -0.89710 0.02896 -0.04099 -0.01943 -0.01065 0.99891
1633433983 -0.06029 -1.41689 0.04734 -0.04125 -0.01819 -0.01180 0.99891
1633433983 -0.10134 -1.84585 0.06423 -0.04246 -0.00455 -0.01203 0.99902
1633433983 -0.13335 -2.21093 0.08129 -0.04307 0.01208 -0.01286 0.99892
1633433983 -0.15232 -2.39843 0.08988 -0.04378 0.01216 -0.01364 0.99887
1633433984 -0.17441 -2.62198 0.09902 -0.04431 0.01026 -0.01512 0.99885
1633433984 -0.16381 -2.54116 0.08043 -0.04411 0.00768 -0.01588 0.99887
1633433984 -0.12956 -2.37603 0.04268 -0.04267 0.01445 -0.01702 0.99884
1633433984 -0.12417 -2.41562 0.03560 -0.04267 0.01330 -0.01766 0.99884
1633433984 -0.13328 -2.58198 0.03165 -0.04078 0.02042 -0.01871 0.99878
1633433984 -0.14290 -2.70805 0.03368 -0.04096 0.00888 -0.01973 0.99893
1633433984 -0.15842 -2.90907 0.03440 -0.03935 0.01266 -0.02077 0.99893
1633433984 -0.16634 -3.00588 0.03571 -0.03625 0.04311 -0.02017 0.99821
1633433985 0.01008 -0.70477 -0.02900 -0.01251 -0.01933 -0.01117 0.99967
1633433985 -0.00267 -0.90670 -0.02577 -0.01627 -0.01866 -0.01269 0.99961
1633433985 -0.00934 -1.00463 -0.02764 -0.01541 -0.02019 -0.01335 0.99959
1633433985 -0.01926 -1.17000 -0.02586 -0.01601 -0.02293 -0.01492 0.99950
1633433985 -0.03348 -1.32512 -0.01905 -0.02259 -0.09517 -0.01757 0.99505
1633433985 0.03577 -0.28115 0.01800 -0.00349 -0.00108 -0.01021 0.99994
1633433986 0.01147 -0.67422 -0.00387 -0.00119 -0.00316 -0.01149 0.99993
1633433986 -0.00400 -0.94643 -0.02730 0.00278 0.00227 -0.01221 0.99992
1633433986 -0.01119 -1.12054 -0.03844 0.00404 0.00568 -0.01368 0.99988
1633433986 -0.01521 -1.18677 -0.04574 0.00492 0.00644 -0.01436 0.99986
1633433986 -0.01694 -1.28276 -0.05516 0.00569 0.00619 -0.01592 0.99984
1633433986 -0.01627 -1.29791 -0.06457 0.00791 0.00646 -0.01676 0.99981
1633433986 -0.01966 -1.40332 -0.07569 0.00758 0.00611 -0.01839 0.99978
1633433986 -0.02142 -1.45816 -0.08209 0.00729 0.00586 -0.01919 0.99977
1633433986 -0.02407 -1.56834 -0.09363 0.00669 0.00544 -0.02079 0.99975
1633433986 -0.02799 -1.67892 -0.10618 0.00659 0.00540 -0.02232 0.99971
1633433986 -0.02768 -1.72752 -0.11233 0.00637 0.00403 -0.02309 0.99970
1633433986 -0.02782 -1.77333 -0.11827 0.00625 0.00198 -0.02385 0.99969
1633433986 -0.03153 -1.88711 -0.12920 0.00626 -0.00094 -0.02539 0.99966
1633433986 -0.03461 -1.95412 -0.13438 0.00626 -0.00573 -0.02605 0.99962
1633433986 -0.04012 -2.07852 -0.14477 0.00656 -0.01192 -0.02739 0.99953
1633433986 -0.04390 -2.14654 -0.14943 0.00673 -0.01881 -0.02799 0.99941
1633433986 -0.05000 -2.26784 -0.15882 0.00733 -0.02079 -0.02923 0.99933
1633433986 -0.05319 -2.33295 -0.16207 0.00739 -0.02522 -0.02985 0.99921
1633433986 -0.05724 -2.44537 -0.16708 0.00736 -0.03807 -0.03119 0.99876
1633433986 -0.05805 -2.49437 -0.16614 0.00714 -0.05661 -0.03175 0.99787
