1633434038797473024,0.00607,-0.00538,0.00080,0.99996,0.00230,0.00849,-0.00256,0.00524,-0.00200,-0.00363,
1633434038895590144,0.00811,-0.00737,0.00051,0.99996,0.00211,0.00802,-0.00308,0.01068,-0.00189,0.00171,
1633434038997450240,0.00944,-0.00726,0.00103,0.99996,0.00265,0.00761,-0.00343,0.00662,-0.00467,0.00179,
1633434039095835904,0.01080,-0.00855,0.00154,0.99996,0.00276,0.00729,-0.00312,0.00105,-0.00484,-0.00514,
1633434039197140992,0.01320,-0.01069,0.00204,0.99997,0.00266,0.00708,-0.00291,0.00526,-0.00519,0.00161,
1633434039295579904,0.01327,-0.01144,0.00228,0.99997,0.00240,0.00679,-0.00292,0.00451,-0.00449,-0.00125,
1633434039398072064,0.01334,-0.01180,0.00248,0.99997,0.00214,0.00662,-0.00299,0.00392,-0.00777,0.00763,
1633434039495776000,0.01378,-0.01242,0.00285,0.99997,0.00229,0.00613,-0.00307,0.00321,-0.00541,-0.00604,
1633434039597101824,0.01416,-0.01280,0.00305,0.99998,0.00210,0.00580,-0.00320,0.00515,-0.00567,0.00058,
1633434039695681024,0.01430,-0.01338,0.00326,0.99998,0.00207,0.00567,-0.00322,0.00602,-0.00462,0.00487,
1633434039797975040,0.01481,-0.01395,0.00348,0.99998,0.00187,0.00565,-0.00328,0.00640,-0.00681,-0.00147,
1633434039895947008,0.01529,-0.01451,0.00365,0.99998,0.00158,0.00562,-0.00334,0.00385,-0.00659,-0.00152,
1633434039997543168,0.01583,-0.01493,0.00367,0.99998,0.00098,0.00572,-0.00335,0.00659,-0.00533,-0.00243,
1633434040095997184,0.01633,-0.01549,0.00389,0.99998,0.00099,0.00560,-0.00349,0.00551,-0.00769,0.01281,
1633434040197609984,0.01702,-0.01591,0.00409,0.99998,0.00098,0.00540,-0.00352,0.00544,-0.00742,-0.00145,
1633434040295757056,0.01758,-0.01644,0.00421,0.99998,0.00086,0.00522,-0.00366,0.00285,-0.00956,0.00045,
1633434040398149120,0.01803,-0.01701,0.00440,0.99998,0.00080,0.00516,-0.00360,0.00379,-0.00604,0.00313,
1633434040496471040,0.01861,-0.01746,0.00457,0.99998,0.00069,0.00498,-0.00340,0.00427,-0.00727,0.00517,
1633434040597545984,0.01902,-0.01803,0.00474,0.99998,0.00063,0.00486,-0.00325,0.00451,-0.00558,-0.00327,
1633434040695788032,0.01969,-0.01837,0.00522,0.99998,0.00079,0.00488,-0.00313,0.00412,-0.00792,0.01084,
1633434040797287936,0.02007,-0.01895,0.00522,0.99999,0.00054,0.00453,-0.00295,-0.00116,-0.00699,-0.00845,
1633434040895899136,0.02036,-0.01950,0.00527,0.99998,0.00028,0.00471,-0.00288,0.00249,-0.00572,0.01206,
1633434040998449152,0.02077,-0.02006,0.00538,0.99999,0.00007,0.00460,-0.00274,0.00345,-0.00732,0.00073,
1633434041096712192,0.02115,-0.02055,0.00523,0.99999,-0.00048,0.00466,-0.00252,0.00697,-0.00529,0.00140,
1633434041198067968,0.02142,-0.02082,0.00525,0.99999,-0.00082,0.00450,-0.00233,0.00044,-0.00557,-0.00235,
1633434041297025792,0.02198,-0.02125,0.00520,0.99999,-0.00109,0.00450,-0.00224,0.00161,-0.00511,-0.00200,
1633434041398345984,0.02235,-0.02148,0.00510,0.99999,-0.00119,0.00443,-0.00218,0.00019,-0.00522,-0.00194,
1633434041496006912,0.02278,-0.02192,0.00513,0.99999,-0.00107,0.00412,-0.00201,0.00314,-0.00427,0.00492,
1633434041598448896,0.02310,-0.02241,0.00511,0.99999,-0.00120,0.00405,-0.00198,0.00498,-0.00524,-0.00081,
1633434041696988160,0.02352,-0.02298,0.00533,0.99999,-0.00097,0.00380,-0.00192,0.00298,-0.00491,0.00350,
1633434041799501824,0.02402,-0.02347,0.00541,0.99999,-0.00092,0.00382,-0.00194,0.00597,-0.00621,-0.00035,
1633434041897005056,0.02451,-0.02399,0.00550,0.99999,-0.00085,0.00350,-0.00202,0.00174,-0.00540,0.00123,
1633434041998270976,0.02495,-0.02450,0.00553,0.99999,-0.00088,0.00335,-0.00201,0.00727,-0.00642,0.00132,
1633434042097654016,0.02551,-0.02502,0.00563,0.99999,-0.00068,0.00297,-0.00213,0.00226,-0.00515,0.00120,
1633434042198802944,0.02593,-0.02553,0.00577,0.99999,-0.00037,0.00265,-0.00213,0.00205,-0.00521,0.00175,
1633434042297821952,0.02645,-0.02613,0.00598,0.99999,0.00006,0.00240,-0.00218,0.00223,-0.00517,0.00270,
1633434042398902784,0.02685,-0.02669,0.00619,1.00000,0.00048,0.00226,-0.00207,0.00515,-0.00684,-0.00073,
1633434042497143040,0.02730,-0.02723,0.00633,0.99999,0.00072,0.00233,-0.00202,0.00684,-0.00625,0.00290,
